,id,eqn
6113,1804.10019,"
\label{eq:5}%
\tilde{\Mat{A}}\Vec{x} = \tilde{\Vec{b}} = 0, ~\text{where}~ \tilde{\Mat{A}} =
\Mat{A}^\trnsp \cdot \Mat{D} \cdot \Mat{A} + \lambda\Mat{I}, ~\text{and}~
\tilde{\Vec{b}} = \lambda \cdot \Vec{d}.
"
6114,1703.09971,"
    \mathbb P(\mathbf q_0,\mathbf p_0; \mathbf q,T)
    =
    \left(\frac{\left|A(\mathbf v)\right|}{2\pi T}\right)^{\frac d2}
    e^{-\frac{\|\Sigma_\mathbf q(\mathbf q_0)^\dagger(\mathbf q_0-v)\|^2}{2T}}
    \lim_{t\to T}
    \mathbb E_{(\hat{\mathbf q},\hat{\mathbf p})}
    [\varphi(\hat{\mathbf q},\hat{\mathbf p},t)]
    \ .
    \label{eq:density_lim_E}
  "
6115,1703.09971,"
    \mathbb E_{P_{(\hat{\mathbf q},\hat{\mathbf p})}}\left ( f(\hat{\mathbf q},\hat{\mathbf p}) 
    \varphi(\hat{\mathbf q},\hat{\mathbf p},t)
    \right)
    =
    e^{\frac{1}{2}g(\mathbf q(0),0)}
    \mathbb E_{P_{(\mathbf q,\mathbf p)}}\left[f(\mathbf q,\mathbf p)
    e^{-\frac{1}{2}g(\mathbf q,t)}
     \right ]
     \label{eq:E_t}
   "
6116,1703.09971,"
    \psi_t
    =
    e^{-\frac{1}{2}g(\mathbf q,t)}
    =
    e^{-\frac{\|\Sigma_{\mathbf q}(\mathbf q)^\dagger(\mathbf q-\mathbf v)\|^2}{2(T-t)}}
    \ ,
    \label{eq:psit}
  "
6117,1703.09971,"
    \lim_{t\to T}
    \frac{
      \mathbb E_{(\mathbf q,\mathbf p)}
      [f((\mathbf q_1,\mathbf p_1),\ldots,(\mathbf q_n,\mathbf p_n))\psi_t]
    }{
      \mathbb E_{(\mathbf q,\mathbf p)}
      [\psi_t]
    }
    =
      \mathbb E_{(\mathbf q,\mathbf p)}
      [f((\mathbf q_1,\mathbf p_1),\ldots,(\mathbf q_n,\mathbf p_n))|\mathbf q_T=\mathbf v]
    \ .
    \label{eq:conditioning}
  "
6118,1703.09971,"
    \mathbb P(\mathbf q_0,\mathbf p_0; \mathbf q,T)
    =
    \left(\frac{\left|A(\mathbf v)\right|}{2\pi T}\right)^{\frac d2}
    \lim_{t\to T}
      \mathbb E_{(\mathbf q,\mathbf p)}
      [\psi_t]
    \ .
    \label{eq:density_lemma}
  "
6119,1705.07107,"
\hat{\Grad}^{\text{KDE}}_{ij} = \sum_{k=1}^K \nabla_{x^i_j} \mathcal{K}(\x^i, \x^k) / \sum_{k=1}^K \mathcal{K}(\x^i, \x^k).
\label{eq:kde_estimator}
"
6120,1705.07107,"
\mathcal{F}(\hat{\g}) := \mathbb{E}_{q} \left[ || \hat{\g}(\x) - \nabla_{\x} \log q(\x) ||_2^2 \right].
\label{eq:fisher_divergence}
"
6121,1705.07107,"
\mathcal{F}(\hat{\g}) = \mathbb{E}_{q} \left[ || \hat{\g}(\x) ||_2^2 + 2 \langle \nabla, \hat{\g}(\x) \rangle \right] + C, \quad \langle \nabla, \hat{\g}(\x) \rangle = \sum_{j=1}^d \nabla_{x_j} \hat{g}_j(\x).
\label{eq:score_matching_objective}
i"
6122,1705.07107,"
\hat{\Grad}^{\text{score}}_{i\cdot} = \sum_{k=1}^{K} \hat{a}^{\text{score}}_k \nabla_{\x^i} \mathcal{K}(\x^i, \x^k).
\label{eq:grad_parametric_estimator}
"
6123,1705.07107,"
\mathbb{E}_{q}[\h(\x) \nabla_{\x} \log q(\x)^{\text{T}} + \nabla_{\x} \h(\x) ] = \bm{0}, 
\label{eq:stein_identity_multi}
"
6124,1705.07107,"
\frac{1}{K} \sum_{k=1}^K -\h(\x^k) \nabla_{\x^k} \log q(\x^k)^{\text{T}} + \text{err} = \frac{1}{K} \sum_{k=1}^K \nabla_{\x^k} \h(\x^k), \quad \x^k \sim q(\x^k),
\label{eq:stein_multi_mc}
"
6125,1705.07107,"
\hat{\Grad}_V^{\text{Stein}} := \argmin_{\hat{\Grad} \in \mathbb{R}^{K \times d} } || \hgrad + \frac{1}{K} \Hmatrix \hat{\Grad} ||_{F}^2 + \frac{\eta}{2 K^2} || \hat{\Grad} ||_{F}^2,
\label{eq:stein_objective}
"
6126,1705.07107,"
\hat{\Grad}_V^{\text{Stein}} = -( \K + \eta \bm{I} )^{-1} \langle \nabla, \K \rangle,
\label{eq:stein_estimator}
"
6127,1705.07107,"
\mathcal{S}(q, \hat{q}) := \sup_{\h \in \mathcal{H}} \mathbb{E}_{q} \left[ \nabla_{\x} \log \hat{q}(\x)^{\text{T}} \h(\x) + \langle \nabla, \h \rangle \right],
\label{eq:stein_discrepancy}
"
6128,1705.07107,"
\mathcal{S}^2(q, \hat{q}) = \mathbb{E}_{\x, \x' \sim q} \left[ (\hat{\g}(\x) - \g(\x) )^{\text{T}} \mathcal{K}_{\x \x'} (\hat{\g}(\x') - \g(\x') ) \right],
"
6129,1705.07107,"
\hat{\Grad}_V^{\text{\emph{Stein}}} = \argmin_{\hat{\Grad} \in \mathbb{R}^{K \times d}} \mathcal{S}_{V}^2(q, \hat{q}) + \frac{\eta}{2 K^2} ||\hat{\Grad}||_F^2 .
"
6130,1705.07107,"
\begin{aligned}
\nabla_{\y} \log q(\y)^{\text{T}} \approx& -\left(\K_{\y\y} + \eta - \K_{\y\X} (\K + \eta \mathbf{I})^{-1} \K_{\X\y} \right)^{-1} \\&\left( \K_{\y\X} \hat{\Grad}_{V}^{\text{Stein}} - \left( \K_{\y\X} (\K + \eta \mathbf{I})^{-1} + \bm{1}^{\text{T}} \right) \nabla_{\y} \mathcal{K}(\cdot, \y) \right).
\end{aligned}
\label{eq:stein_estimator_predict_simplified}
"
6131,1705.07107,"
\begin{aligned}
\bm{\Lambda} =& \mathbb{X} \odot (\K \K \K) + \K (\K \odot \mathbb{X}) \K - ((\K\K) \odot \mathbb{X}) \K - \K ((\K\K) \odot \mathbb{X}), \\
\bm{b} =& ( \K \text{diag}(\mathbb{X}) \K + (\K \K) \odot \mathbb{X} - \K (\K \odot \mathbb{X}) - (\K \odot \mathbb{X}) \K ) \bm{1},
\end{aligned}
"
6132,1705.07107,"
\mathcal{L}_{\text{VI}}(q) = \mathbb{E}_{q} \left[ \log p(\x | \z) \right] - \mathrm{KL}[q_{\vparam}(\z|\x) || p_0(\z)].
"
6133,1705.07107,"
\mathcal{L}_{\text{VI}}(q) = \mathbb{E}_{q} \left[ \log p(\x, \z) \right]  + \mathbb{H}[q_{\vparam}(\z | \x)],
\label{eq:vi_objective_entropy}
"
6134,1705.07107,"
%-\nabla_{\vparam} \mathbb{H}[q(\z | \x)] = \mathbb{E}_{\pi} \left[ \nabla_{\f} \log q(\f(\noise, \x) | \x)^{\text{T}} \nabla_{\vparam} \f(\noise, \x)] \right] + \mathbb{E}_{q} \left[ \nabla_{\vparam} \log q_{\vparam}(\z | \x) \right],
%\label{eq:entropy_gradient}
%"
6135,1705.07107,"
\begin{aligned}
\nabla_{\vparam} \mathbb{H}[q_{\vparam}(\z | \x)] 
&= - \nabla_{\vparam} \mathbb{E}_{\pi(\bm{\epsilon})}[\log q_{\vparam}(\f_{\vparam}(\bm{\epsilon}, \x))] \\
&= - \mathbb{E}_{\pi(\bm{\epsilon})}[ \nabla_{\vparam} \log q_{\vparam}(\f_{\vparam}(\bm{\epsilon}, \x))] \\
&= - \mathbb{E}_{\pi(\bm{\epsilon})}[ \nabla_{\vparam} \log q_{\vparam}(\z | \x) |_{\z = \f_{\vparam}(\bm{\epsilon}, \x)} +  \nabla_{\f} \log q_{\vparam}(\f_{\vparam}(\bm{\epsilon}, \x) | \x) \nabla_{\vparam} \f_{\vparam}(\bm{\epsilon}, \x)] \\
&= - \mathbb{E}_{q_{\vparam}(\z | \x)} [ \nabla_{\vparam} \log q_{\vparam}(\z | \x)] - \mathbb{E}_{\pi(\bm{\epsilon})} [\nabla_{\f} \log q_{\vparam}(\f_{\vparam}(\bm{\epsilon}, \x) | \x) \nabla_{\vparam} \f_{\vparam}(\bm{\epsilon}, \x) ],
\end{aligned}
\label{eq:entropy_gradient}
"
6136,1705.07107,"
q(\x)\h(\x) |_{\partial \mathcal{X}} = \bm{0}, \text{ or } \lim_{\x \rightarrow \bm{\infty}} q(\x) \h(\x) = 0 \text{ if } \mathcal{X} = \mathbb{R}^d.
\label{eq:boundary_condition}
"
6137,1705.07107,"
\mathbb{E}_{q}[\h(\x) \nabla_{\x} \log q(\x)^{\text{T}} + \nabla_{\x} \h(\x) ] = \bm{0}, 
\label{eq:stein_identity_multi}
"
6138,1705.07107,"
\begin{aligned}
\mathbb{E}_{q}[ h_i(\x) \nabla_{\x} \log q(\x)^{\text{T}}]
&= \int h_i(\x) \nabla_{\x} q(\x)^{\text{T}} d \x \\
&= q(\x)h_i(\x) |_{\partial \mathcal{X}} - \int q(\x)  \nabla_{\x} h_i(\x)^{\text{T}} d \x \\
&= - \mathbb{E}_{q} [\nabla_{\x} h_i(\x)^{\text{T}}].
\end{aligned}
\label{eq:integration_by_parts}
"
6139,1705.07107,"
\frac{1}{K} \sum_{k=1}^K -\h(\x^k) \nabla_{\x^k} \log q(\x^k)^{\text{T}} + \text{err} = \frac{1}{K} \sum_{k=1}^K \nabla_{\x^k} \h(\x^k), \quad \x^k \sim q(\x^k),
\label{eq:stein_multi_mc}
"
6140,1705.07107,"
\hat{\Grad}_V^{\text{Stein}} := \argmin_{\hat{\Grad} \in \mathbb{R}^{K \times d} } || \hgrad + \frac{1}{K} \Hmatrix \hat{\Grad} ||_{F}^2 + \frac{\eta}{K^2} || \hat{\Grad} ||_{F}^2,
\label{eq:stein_objective}
"
6141,1705.07107,"
\hat{\Grad}_V^{\text{Stein}} = -( \K + \eta \bm{I} )^{-1} \langle \nabla, \K \rangle,
\label{eq:stein_estimator}
"
6142,1705.07107,"
\mathcal{S}(q, \hat{q}) := \sup_{\h \in \mathcal{H}} \mathbb{E}_{q} \left[ \nabla_{\x} \log \hat{q}(\x)^{\text{T}} \h(\x) + \langle \nabla, \h \rangle \right],
\label{eq:stein_discrepancy}
"
6143,1705.07107,"
\mathcal{S}^2(q, \hat{q}) = \mathbb{E}_{\x, \x' \sim q} \left[ (\hat{\g}(\x) - \g(\x) )^{\text{T}} \mathcal{K}_{\x \x'} (\hat{\g}(\x') - \g(\x') ) \right],
\label{eq:ksd}
"
6144,1705.07107,"
\mathcal{S}^2(q, \hat{q}) = \mathbb{E}_{\x, \x' \sim q} \left[ \hat{\g}(\x)^{\text{T}} \mathcal{K}_{\x \x'} \hat{\g}(\x') + \hat{\g}(\x)^{\text{T}} \nabla_{\x'} \mathcal{K}_{\x \x'} + \nabla_{\x} \mathcal{K}_{\x \x'}^{\text{T}} \hat{\g}(\x') + \text{Tr}(\nabla_{\x, \x'} \mathcal{K}_{\x \x'} )\right].
\label{eq:ksd_transformed}
"
6145,1705.07107,"
\hat{\Grad}_V^{\text{\emph{Stein}}} = \argmin_{\hat{\Grad} \in \mathbb{R}^{K \times d}} \mathcal{S}_{V}^2(q, \hat{q}) + \frac{\eta}{ K^2} ||\hat{\Grad}||_F^2 .
"
6146,1705.07107,"
\hat{\Grad}^{\text{KDE}}_{ij} = \sum_{k=1}^K \nabla_{x^i_j} \mathcal{K}(\x^i, \x^k) / \sum_{k=1}^K \mathcal{K}(\x^i, \x^k).
\label{eq:kde_estimator}
"
6147,1705.07107,"
\mathcal{F}(\hat{\g}) := \mathbb{E}_{q} \left[ || \hat{\g}(\x) - \nabla_{\x} \log q(\x) ||_2^2 \right].
\label{eq:fisher_divergence}
"
6148,1705.07107,"
\mathcal{F}(\hat{\g}) = \mathbb{E}_{q} \left[ || \hat{\g}(\x) ||_2^2 + 2 \langle \nabla, \hat{\g}(\x) \rangle \right] + C, \quad \langle \nabla, \hat{\g}(\x) \rangle = \sum_{j=1}^d \nabla_{x_j} \hat{g}_j(\x).
\label{eq:score_matching_objective}
"
6149,1705.07107,"
\hat{\Grad}^{\text{score}}_{i\cdot} = \sum_{k=1}^{K} \hat{a}^{\text{score}}_k \nabla_{\x^i} \mathcal{K}(\x^i, \x^k).
\label{eq:grad_parametric_estimator}
"
6150,1705.07107,"
\begin{aligned}
\nabla_{\y} \log q(\y)^{\text{T}} \approx& -\left(\K_{\y\y} + \eta - \K_{\y\X} (\K + \eta \mathbf{I})^{-1} \K_{\X\y} \right)^{-1} \\&\left( \K_{\y\X} \hat{\Grad}_{V}^{\text{Stein}} - \left( \K_{\y\X} (\K + \eta \mathbf{I})^{-1} + \bm{1}^{\text{T}} \right) \nabla_{\y} \mathcal{K}(\cdot, \y) \right).
\end{aligned}
\label{eq:stein_estimator_predict_simplified}
"
6151,1705.07107,"
\begin{aligned}
\bm{\Lambda} =& \mathbb{X} \odot (\K \K \K) + \K (\K \odot \mathbb{X}) \K - ((\K\K) \odot \mathbb{X}) \K - \K ((\K\K) \odot \mathbb{X}), \\
\bm{b} =& ( \K \text{diag}(\mathbb{X}) \K + (\K \K) \odot \mathbb{X} - \K (\K \odot \mathbb{X}) - (\K \odot \mathbb{X}) \K ) \bm{1},
\end{aligned}
"
6152,1705.07107,"
\nabla_{x_i} \mathcal{K}(\x, \x') = \frac{2}{d}(x'_i - x_i), \quad \nabla_{x_i} \nabla_{x_i} \mathcal{K}(\x, \x') = -\frac{2}{d}.
"
6153,1705.07107,"
\mathcal{S}_V^2(q, \hat{q}) = \frac{1}{K^2} \sum_{j=1}^K \sum_{l=1}^K \left[ \hat{\g}(\x^j)^{\text{T}} \K_{jl} \hat{\g}(\x^l) + \hat{\g}(\x^j)^{\text{T}} \nabla_{\x^l} \K_{jl} + \nabla_{\x^j} \K_{jl}^{\text{T}} \hat{\g}(\x^l) + \text{Tr}(\nabla_{\x^j, \x^l} \K_{jl} )\right].
\label{eq:ksd_vstat}
"
6154,1705.07107,"
\mathcal{S}_{V}^2(q, \hat{q}) = \frac{1}{K^2} \text{Tr} (\K \hat{\Grad} \hat{\Grad}^{\text{T}} + 2 \langle \nabla, \K \rangle \hat{\Grad}^{\text{T}} ) + C.
"
6155,1705.07107,"
\mathcal{S}_{U}^2(q, \hat{q}) = \frac{1}{K(K-1)} \text{Tr} ( (\K - \text{diag}(\K)) \hat{\Grad} \hat{\Grad}^{\text{T}} + 2 (\langle \nabla, \K \rangle - \nabla \text{diag}(\K) ) \hat{\Grad}^{\text{T}} ) + C.
"
6156,1705.07107,"
\hat{\Grad}_U^{\text{Stein}} = -( \K - \text{diag}(\K) + \eta \bm{I} )^{-1} \langle \nabla, \K \rangle.
"
6157,1705.07107,"
\begin{aligned}
\nabla_{\y} \log q(\y)^{\text{T}} \approx& -\left(\K_{\y\y} + \eta - \K_{\y\X} (\K + \eta \mathbf{I})^{-1} \K_{\X\y} \right)^{-1} \\&\left( \nabla_{\y} \mathcal{K}(\y, \y) + \sum_{k=1}^{K} \nabla_{\x^k} \mathcal{K}(\y, \x^k) + \K_{\y\X} \hat{\Grad}_{V}^{\text{Stein}} - \K_{\y\X} (\K + \eta \mathbf{I})^{-1} \nabla_{\y} \mathcal{K}(\cdot, \y) \right).
\end{aligned}
\label{eq:stein_estimator_predict}
"
6158,1705.07107,"
\begin{aligned}
\nabla_{\y} \log q(\y)^{\text{T}} \approx& -\left(\K_{\y\y} + \eta - \K_{\y\X} (\K + \eta \mathbf{I})^{-1} \K_{\X\y} \right)^{-1} \\&\left( \K_{\y\X} \hat{\Grad}_{V}^{\text{Stein}} - \left( \K_{\y\X} (\K + \eta \mathbf{I})^{-1} + \bm{1}^{\text{T}} \right) \nabla_{\y} \mathcal{K}(\cdot, \y) \right).
\end{aligned}
"
6159,1705.07107,"
\log \hat{q}(\x) := \sum_{k=1}^K a_k \mathcal{K}(\x, \x^k) + C, \quad \mathcal{K}(\x, \x') = \exp \left[-\frac{1}{2\sigma^2} ||\x - \x' ||_2^2  \right].
"
6160,1705.07107,"
\nabla_{\x} \mathcal{K}(\x, \x') = \frac{1}{\sigma^2} \mathcal{K}(\x, \x') (\x' - \x).
\label{eq:rbf_kernel_gradient}
"
6161,1705.07107,"
\clubsuit = \frac{1}{K^2} \sum_{k=1}^K \sum_{k'=1}^K \sum_{j=1}^K \sum_{l=1}^K a_k a_{k'} \K_{kj} \K_{jl} \K_{lk'} \frac{1}{\sigma^4} (\x^k - \x^j)^{\text{T}}(\x^{k'} - \x^l),
"
6162,1705.07107,"
\spadesuit = \frac{1}{K^2} \sum_{k=1}^K \sum_{j=1}^K \sum_{l=1}^K a_k \K_{kj} \K_{jl} \frac{1}{\sigma^4} (\x^k - \x^j)^{\text{T}} (\x^j - \x^l).
"
6163,1705.07107,"
p(y^*=1|\x^*, \data) = \int p(y^*=1 | \x^*, \mparam) p(\mparam | \data) d\mparam.
"
6164,1705.07107,"
\begin{aligned}
& \mathcal{J}(\x) =  || D_{\hparam}(\x) - \x ||, \quad || \cdot || = || \cdot ||_2^2 \text{ or } || \cdot ||_1, \\
& \mathcal{J}_{\text{gen}}(\mparam; \hparam) = \mathcal{J}(\f_{\mparam}(\z)), \quad \z \sim p_0(\z)  \\ 
& \mathcal{J}_{\text{dis}}(\hparam; \mparam) = \mathcal{J}(\x) - \beta_t \mathcal{J}_{\text{gen}}(\mparam; \hparam), \quad \x \sim \D \\
& \beta_{t+1} = \beta_t + \lambda (\gamma \mathcal{J}(\x) - \mathcal{J}(\f_{\mparam}(\z))).
\end{aligned}
\label{eq:began_original}
"
6165,1705.07107,"
\tilde{\mathcal{J}}_{\text{gen}}(\mparam; \hparam) = \mathcal{J}_{\text{gen}}(\mparam; \hparam) - \alpha \mathbb{H}[p_{\mparam}],
"
6166,1705.07107,"
\begin{aligned}
\mparam_{t+1} &= \mparam_{t} + \zeta \Delta_{\vparam}(\mparam_t, \nabla_t) + \bm{\sigma}_{\vparam}(\mparam_t, \nabla_t) \odot \bm{\epsilon}_t, \quad \bm{\epsilon}_t \sim  \mathcal{N}(\bm{\epsilon}; \bm{0}, \mathbf{I}),\\
\nabla_t &= \nabla_{\mparam_t} \left[ \frac{N}{M} \sum_{m=1}^M \log p(y_m|\x_m, \mparam_t) + \log p_0(\mparam_t) \right] .
\end{aligned}
"
6167,1705.07107,"
\tilde{\mathcal{J}}_{\text{gen}}(\mparam) = \mathcal{J}_{\text{gen}}(\mparam) - \alpha \mathbb{H}[p_{\mparam}(\x)],
\label{eq:gan_regularised_general}
"
6168,1805.00462,"
	\label{eq:fuse}
	%\nonumber
	\centering
	p_{\theta}^{\rm I}(w^{t}_i|\mathbf{h}_i^{t}, \mathbf{v}^{t})  = (1-g) \cdot p_{\mathbf{h}} + g \cdot p_{\mathbf{r}},
	"
6169,1805.00462,"
	\label{eq:read}
	\mathbf{r} \leftarrow \textbf{\textsc{Read}}(\mathbf{k}_{v},  \mathbf{M}_v, \mathbf{M}_s).
	"
6170,1805.00462,"
	\label{eq:write}
	\nonumber
	\mathbf{M}_{m} \leftarrow \textbf{\textsc{Write}}(\mathbf{M}_m, \mathbf{c}_{m},  g_{\rm mem}),\; m\!\in\!\{v, s\}.
	"
6171,1805.00462,"
	\label{eq:action_generation}
	\mathbf{a}^t \sim p_{\theta}^{\rm S}(\mathbf{a}|\mathcal{H}^t, \mathbf{v}^{t}).
	"
6172,1805.00462,"
		%\nonumber
		\label{eq:read_alpha}
		\mathbf{r} = \mathbf{M}_s{\boldsymbol\alpha},
		"
6173,1804.09669,"
    L_{C} = \frac { 1 }{ 2B } \sum _{ i=1 }^{ B }{ \left( { y }_{ i }{ d }^{ 2 }+\left( 1-{ y }_{ i } \right) \max { { \left( margin-d,\quad 0 \right)  }^{ 2 } }  \right)  } 
"
6174,1804.09669,"
    L_{R} = { \left\| { y }_{ i }-{ p }_{ i } \right\|  }^{ 2 }
"
6175,1804.09669,"
    L = L_{C} + L_{R} + L_{BCE}
"
6176,1804.11195,"
\dot{A}_p = \frac{\sum_{i=2}^{VLM_p} \frac{\vv{VL}_{p,i}  + \vv{VL}_{p,i-1}}{2}(\vv{t}_{p,i}  - \vv{t}_{p,i-1})}{(max_{VL} - min_{VL})(\vv{t}_{p,VLM_p} - \vv{t}_{p,1})}
\label{eq:relative_area}
"
6177,1804.11195,"
\vv{weight}_{p,i} = \frac{1}{\sqrt{\vv{t}_{p,VLM_p}-\vv{t}_{p,i}}+1}
\label{eq:weight}
"
6178,1804.11195,"
wR_p = \frac{\vv{weight}_p \bullet \vv{VL}_{p}}{\sum_{i=1}^{VLM_p} \vv{weight}_{p,i}}%{||\vv{weight}_p||_1}
\label{eq:wR}
"
6179,1804.11195,"
\vv{dev}_{p,i} = |wR_p - \vv{VL}_{p,i}|
\label{eq:dev}
"
6180,1804.11195,"
wRR_p = \frac{1}{\textrm{median}(\vv{dev}_p)+1}
\label{eq:wRR}
"
6181,1804.11195,"
\textrm{grnd}(x) = 
\begin{cases}
	-1 & x < 0 \\
    0 & x \geq 0
\end{cases}
\label{eq:grnd}
"
6182,1804.11195,"
\check{D}_p = \textrm{grnd}(wR_p - \vv{VL}_{p,\textrm{argmax}(\vv{dev}_p)})*\textrm{max}(\vv{dev}_p) * wRR_p
\label{eq:rel_max_diff}
"
6183,1804.11195,"
IQR_p = \textrm{Q}_3(\vv{VL}_p) - \textrm{Q}_1(\vv{VL}_p)
\label{eq:IQR}
"
6184,1804.11195,"
F^* = f(F) = \frac{F - \min F}{\max F - \min F}
\label{eq:normalize}
"
6185,1804.11195,"
F_1 = 2 * \frac{precision*recall}{precision + recall}
\label{eq:F}
"
6186,1804.11195,"
LT(\vv{F}) = \vv{m} \circ \vv{F} + \vv{b}
\label{eq:LT}
"
6187,1804.09813,"
y_k = \frac{1}{|C_k|} \sum_{i \in C_k} p_i.
"
6188,1804.09813,"
k_\textsc{min}(i) = \argmin\nolimits_{k=1}^n \norm{p_i - y_k}^2.
"
6189,1804.09813,"
\alpha_{C'} = \max \{ 0, \min \{ \alpha_C + X, 1 \} \},
"
6190,1804.09813,"
\label{relocation-proba}
P(Y = i) =   \left( (1-\alpha_{C'}) \times \frac{1}{n} \right) +  \left( \alpha_{C'} \times \frac{\norm{p_i- d^\textsc{c}_i}}{\sum_{j=1}^{n} \norm{p_j- \smash{d^\textsc{c}_j}}} \right)
"
6191,1804.06868,"
	\label{eq:plain_encoder} \forwardencoderstate_{\inputtokenindex}  = \forwardutterancelstm\left( \intokenembedding(\inputtoken_{\utteranceindex, \inputtokenindex}) ; \forwardencoderstate_{\inputtokenindex-1} \right)\;\;,
"
6192,1804.06868,"
\nonumber \discoursestate_{\utteranceindex} = \discourselstm\left( \encoderstate_{\utteranceindex,\length{\utterancename_{\utteranceindex}}}; \discoursestate_{\utteranceindex-1}\right)\;\;.
"
6193,1804.06868,"\label{eq:turn_level_attention}
	\attentionscore_{\outputtokenindex}(\otherutteranceindex, \inputtokenindex) = \left[\encoderstate_{\otherutteranceindex, \inputtokenindex}; \utteranceageemb(\utteranceindex-\otherutteranceindex) \right] \attentionbilinear \decoderstate_\outputtokenindex\;\;.
"
6194,1804.00175,"
%\mathbf{y}=f(\xreal, \xrend(\mathbf{p}))
%"
6195,1804.00175,"
\begin{split}
x_{\text{dist}} = \max(&|l_{\text{obs}}-x_{c}|, |l_{\text{rend}}-x_{c}|,\\
			  &|r_{\text{obs}}-x_{c}|, |r_{\text{rend}}-x_{c}|), \\
y_{\text{dist}} = \max(&|u_{\text{obs}}-y_{c}|, |u_{\text{rend}}-y_{c}|,\\
			  &|d_{\text{obs}}-y_{c}|, |d_{\text{rend}}-y_{c}|), \\
\text{width} = \max(&x_{\text{dist}}, y_{\text{dist}} \cdot r) \cdot 2\lambda, \\
\text{height} = \max(&x_{\text{dist}} / r, y_{\text{dist}}) \cdot 2\lambda,
\end{split}
\label{eq.zoom_bound}
"
6196,1804.00175,"
\begin{split}
\mathbf{R}_\text{tgt} = \mathbf{R}_\mathrm{\Delta} \mathbf{R}_\text{src}, \quad
\mathbf{t}_\text{tgt} = \mathbf{R}_\mathrm{\Delta} \mathbf{t}_\text{src}+\mathbf{t}_\mathrm{\Delta},
\end{split}
\label{eq.naive_transform}
"
6197,1804.00175,"
\begin{split}
v_x &= f_x (x_{\text{tgt}} / z_{\text{tgt}} - x_{\text{src}} / z_{\text{src}}), \\
v_y &= f_y (y_{\text{tgt}} / z_{\text{tgt}} - y_{\text{src}} / z_{\text{src}}), \\
v_z &= \log(z_{\text{src}} / z_{\text{tgt}}),
\end{split}
\label{eq.2d_translation}
"
6198,1804.00175,"
%\begin{split}
%x_{tgt} &= z_{tgt} \cdot (v_x + x_{src} / z_{src})\\
%y_{tgt} &= z_{tgt} \cdot (v_y + y_{src} / z_{src})\\
%z_{tgt} &= z_{src} / \exp(v_z)
%x_{tgt} &= z_{src} v_x + x_{src} \\
%y_{tgt} &= z_{src} v_y + y_{src} \\
%z_{tgt} &= z_{src} / \exp(v_z)
%\end{split}
%\label{eq.2d_translation}
%"
6199,1804.00175,"
%\mathbf{R_{tgt}=R_{src}R_\delta}
%\label{eq.model_coordinate}
%"
6200,1804.00175,"
% ReProj(\mathbf{p}, \mathbf{\hat{p}}) = \frac{1}{n} \sum_{j=1}^n L_1(2D\_proj(\mathbf{x}_j, \mathbf{p}) - 2D\_proj(\mathbf{x}_j, \mathbf{\hat{p}}))
% \label{eq.reproj2d}
% "
6201,1804.00175,"
L_\text{pose}(\mathbf{p}, \mathbf{\hat{p}})
= \frac{1}{n} \sum_{i=1}^n \|(\mathbf{R}\mathbf{x}_i+ \mathbf{t}) - (\mathbf{\hat{R}}
\mathbf{x}_i+\mathbf{\hat{t}})\|_1,
\label{eq.reproj3d}
"
6202,1804.00175,"
% \mathbf{y}^{(0)}=f(\xreal, \xrend (\pose ^{(0)}), \mathbf{W}^{(0)})
% "
6203,1804.00175,"
% \mathbf{p}^{(i+1)}\leftarrow \mathbf{p}^{(i)}+\mathbf{\Delta p}^{(i)}
% \label{eq.update_pose}
% "
6204,1804.00175,"
% \mathbf{y}^{(i)}=f(\xreal, \xrend(\mathbf{p}^{(i)}), \mathbf{W})
% "
6205,1804.00175,"
% \mathbf{y}^{(i)}=f(\xreal, \xrend(\mathbf{p}^{(i)}), \mathbf{W}^{(i)})
% \label{eq.train_forward}
% "
6206,1804.00175,"
% L_{flow} = \frac{1}{n} \sum_{i=1}^n L_2(flow_{gt}(\mathbf{x}_j)-flow_{est}(\mathbf{x}_j)) \cdot \mathbf{I}_{fg}(\mathbf{x}_{i})
% "
6207,1804.00175,"
\label{eq.add}
\textbf{ADD}=\frac{1}{m}\sum_{x\in \mathcal{M}}\|(\mathbf{R}\mathbf{x}+\mathbf{t}) - (\mathbf{\hat{R}}\mathbf{x}+\mathbf{\hat{t}})\|_2,
"
6208,1804.00175,"
\label{eq.adds}
\textbf{ADD-S}=\frac{1}{m}\sum_{\mathbf{x}_1\in \mathcal{M}} \min_{\mathbf{x}_2 \in \mathcal{M}} \|(\mathbf{R}\mathbf{x}_1+\mathbf{t}) - (\mathbf{\hat{R}}\mathbf{x}_2+\mathbf{\hat{t}})\|_2.
"
6209,1804.00175,"
\label{eq.proj2d}
\textbf{Proj. 2D}=\frac{1}{m}\sum_{x\in \mathcal{M}}\|\mathbf{K}(\mathbf{R}\mathbf{x}+\mathbf{t}) - \mathbf{K}(\mathbf{\hat{R}}\mathbf{x}+\mathbf{\hat{t}})\|_2,
"
6210,1804.00175,"
\centering
    \mathbf{p}^*=\arg\min_{\mathbf{p}\in \mathcal{Q}}\Theta(\mathbf{p}, \mathbf{p}_\text{src})
"
6211,1804.00175,"
a^2+b^2=c^2
"
6212,1705.10819,"
% \label{gen_stab}
% p_\theta(x) \approx p_\theta( x_\tau)
% "
