,id,alg
563,1806.06232,"
  \caption{Model training}\label{training}
  \begin{flushleft}
  \textbf{Input:} \\
    ~~- $\mathbf X$: training set \hfill\\
    ~~- $\mathbf y$: correct labels for $\mathbf X$\\
    ~~- $k$: number of training iterations\\
    ~~- $\mu^{(1)}, \mu^{(-1)}$: weights calculated with \eqref{intrinsic_strength}\\
    \textbf{Output:} \\
    ~~- Modified vectors $\mu^{(1)}, \mu^{(-1)}$
  \end{flushleft}
  \begin{algorithmic}[1]
      
      \For{$k$ \texttt{iterations}}
        \For{$\mathbf x_i \in \mathbf X$}
          \State $\bar y_i \gets \bar J(\mathbf x_i)$
          \If{$\bar y_i \neq y_i$}
            \For{$\mathbf e \in \pi(\mathbf x_i)$}
              \State $\mu^{(y_i)}(\mathbf e) \gets \mu^{(y_i)}(\mathbf e) + w(\mathbf e,\mathbf x_i) |\mu(\mathbf e)|$
              \State $\mu^{(\bar y_i)}(\mathbf e) \gets \mu^{(\bar y_i)}(\mathbf e) - w(\mathbf e,\mathbf x_i) |\mu(\mathbf e)|$
            \EndFor
          \EndIf
        \EndFor
      \EndFor
  \end{algorithmic}
"
564,1806.06228,"[!ht]
    \small
    \caption{Context-Aware Hierarchical Fusion Algorithm}\label{algorithm}
    \begin{algorithmic}[1]
        
        
        \vspace{2mm}
        \Procedure{TrainAndTestModel}{$U$, $V$}\Comment{\footnotesize{$U$ = train set, $V$ = test set}}
        \vspace{2mm}
        \State \textbf{Unimodal feature extraction:}
        \For{\texttt{i:[1,$N$]}}\Comment{\footnotesize{extract baseline features}}
            \State \texttt{$f_{A}^{i} \gets AudioFeatures(u_{i})$ }
            \State \texttt{$f_{V}^{i} \gets VideoFeatures(u_{i})$ }
            \State \texttt{$f_{T}^{i} \gets TextFeatures(u_{i})$ }
        \EndFor
        \For{\texttt{m $\in \{A, V, T\}$}}
            \State $F_m$ = $GRU_m$($f_m$)
        \EndFor
        \vspace{2mm}
        \State \textbf{Fusion}:
        \State \texttt{$g_{A} \gets MapToSpace(F_A)$ }\Comment{\footnotesize{dimensionality equalization}}
        \State \texttt{$g_{V} \gets MapToSpace(F_V)$ }
        \State \texttt{$g_{T} \gets MapToSpace(F_T)$ }

        \vspace{2mm}
        \State \texttt{$f_{VA} \gets BimodalFusion(g_V, g_A)$}\Comment{\footnotesize{bimodal fusion}}
        \State \texttt{$f_{AT} \gets BimodalFusion(g_A, g_T)$}
        \State \texttt{$f_{VT} \gets BimodalFusion(g_V, g_T)$}
        \For{\texttt{m $\in \{VA, AT, VT\}$}}
        \State $F_m$ = $GRU_m$($f_m$)
        \EndFor
        
        \vspace{2mm}
        \State $f_{AVT} \gets TrimodalFusion(F_{VA}, F_{AT}, F_{VT})$
        \Comment{\small{trimodal fusion}}
        \State $F_{AVT}$ = $GRU_{AVT}$($f_{AVT}$)

        \vspace{2mm}
        \For{\texttt{i:[1,$N$]}}\Comment{\footnotesize{softmax classification}}
            \State $\hat{y}^i =\underset{j}{\text{argmax}}(softmax(F_{AVT}^i)[j])$ 
        \EndFor
        

        \State $TestModel(V)$
        \EndProcedure
        
        \vspace{2mm}
        \Procedure{MapToSpace}{$x_z$} \Comment{\footnotesize{for modality $z$}}
        \State $ g_z \gets \tanh(W_zx_z+b_z)  $
        \State \textbf{return} $g_z$
        \EndProcedure

        \vspace{2mm}
        \Procedure{BimodalFusion}{$g_{z_1}$, $g_{z_2}$} \Comment{\footnotesize{for modality
        $z_1$ and $z_2$, where $z_1\neq z_2$}}
        \For{\texttt{i:[1,$D$]}}
        \State $f_{z_1z_2}^i \gets \tanh(w_i^{z_1z_2}.[g^i_{z_1},
        g^i_{z_2}]^\intercal+b_i^{z_1z_2})$
        \EndFor
        \State $f_{z_1z_2} \gets (f_{z_1z_2}^1, f_{z_1z_2}^2,\dots,f_{z_1z_2}^{D})$
        \State \textbf{return} $f_{z_1z_2}$
        \EndProcedure
        
        
        \vspace{2mm}
        \Procedure{TrimodalFusion}{$f_{z_1}$, $f_{z_2}$, $f_{z_3}$} \Comment{\footnotesize{for
                modality combination $z_1$, $z_2$, and $z_3$, where $z_1\neq z_2\neq z_3$}}
        \For{\texttt{i:[1,$D$]}}
        \State $f^i_{z_1z_2z_3} \gets \tanh(w_i.[f^i_{z_1}, f^i_{z_2}, f^i_{z_3}]^\intercal+b_i)$
        \EndFor
        \State $f_{z_1z_2z_3} \gets (f_{z_1z_2z_3}^1, f_{z_1z_2z_3}^2,\dots,f_{z_1z_2z_3}^{D})$
        \State \textbf{return} $f_{z_1z_2z_3}$
        \EndProcedure
        
        \vspace{2mm}
        \Procedure{TestModel}{$V$}
        \State \footnotesize{Similarly to training phase, $V$ is passed through the learnt models
        to get the features and classification outputs. \cref{training}
        mentions the trainable parameters ($\theta$).}
        \EndProcedure
    \end{algorithmic}
"
565,1801.03825,"

\SetKwInOut{Input}{input} \SetKwInOut{Output}{output}
\SetKwInOut{Fun}{function}
  %\textbf{funtion} ConnectionDensity( )
  \Fun{ConnectionDensity( )}
  \Input{$\mathcal{L}$ , with $n$ number of keywords \tcp{an array of arrays}}
  \Output{Hop-Count $\mathcal{H}$, Connection-Count $\mathcal{C}$}
 
  dConnectCounter = \{ \} \tcp{Count for connections from and to each node}
  dHopCounter = \{ \} \tcp{Similarly hop counts for each node}
  \ForEach{$L_a \in \mathcal{L}$}{
   \ForEach{$c_i^a \in L_a$}{ 
   	$dConnectCounter$[$c_i^a$] = 0  \tcp{Initialising the dictionary}
   	$dHopCounter$[$c_i^a$] = 0
   }
  }
  \ForEach{$(L_a,L_b) \in \mathcal{L}$}{
   % \tcp{label matching}
   \ForEach{$c_i^a \in L_a$}{
   	\ForEach{$c_j^b \in L_b$}{
    \If{$dKGhops(c_i^a$,$c_j^b$) <= 2} {
    $dConnectCounter$[$c_i^a$] += 1 \\
    $dConnectCounter$[$c_j^b$] += 1 \\
    }
    $dHopCounter$[$c_i^a$] += dKGhops($c_i^a$,$c_j^b$)\\
    $dHopCounter$[$c_j^b$] += dKGhops($c_i^a$,$c_j^b$)
  }
  }
}
\ForEach{$(c_i,score) \in dConnectCounter$}{
    $\mathcal{C} (c_i)$  = $dConnectCounter(c_i)/n$	  \tcp{Normalisation with respect to number of keywords spotted}
}
\ForEach{$(c_i,score) \in dHopCounter$}{
	$\mathcal{H} (c_i)$  = $dHopCounter(c_i)/n$
}
  \Return (Hop-Count $\mathcal{H}$, Connection-Count $\mathcal{C}$)
  %\tcp{Step 4: Retrieval}


\caption{Connection Density}

\label{alg:conn}

"
566,1806.06193,"[t]
% \label{alg:domain_selection}
% \KwIn{$\mathcal{S} = \{ (s_i, w_{s_i}) \}_{i=1}^m$, $\mathcal{T} = \{ (t_j, w_{t_j}) \}_{j=1}^n$, $k \leq m$}
% \KwOut{$\mathcal{D} \subset \mathcal{S}$, where $|\mathcal{D}| = k$}

% Initialization: $\mathcal{D} \leftarrow \emptyset$, d \leftarrow []\\
% \For{$i\leftarrow 1$ \KwTo $m$}{
% \text{EMD}(\{(s_i, 1)\}, \mathcal{T})\\
% }
% \caption{Source Domain selection}
% "
567,1806.04899,"[h]
\small
\caption{\small \fullgreedy{} (\greedy{})}
\label{greedy}
\begin{algorithmic}[1]
    \REQUIRE Set of an original ensemble $\mathcal{H}$, threshold $k$ as the size of the pruned sub-ensemble. 
    \ENSURE Set of the pruned sub-ensemble $\mathcal{P}$ satisfying that $\mathcal{P}\subset\mathcal{H}$ and $|\mathcal{P}|\leqslant k$. 
    \STATE $\mathcal{P}\gets$ an arbitrary individual classifier $h_i\in\mathcal{H}$. 
    \FOR{$2\leqslant i\leqslant k$}
        \STATE $h^*\gets \argmax_{h_i\in\mathcal{H}\setminus\mathcal{P}} \sum_{h_j\in\mathcal{P}} \dist(h_i,h_j)$. 
        \STATE Move $h^*$ from $\mathcal{H}$ to $\mathcal{P}$. 
    \ENDFOR
\end{algorithmic}
"
568,1806.04899,"[h]
\small
\caption{\small \fullddismi{} (\ddismi{})}
\label{ddismi}
\begin{algorithmic}[1]
    \REQUIRE Set of an original ensemble $\mathcal{H}$, threshold $k$ as the size of the pruned sub-ensemble, number of machines $m$. 
    \ENSURE Set of the pruned sub-ensemble $\mathcal{P}$ meeting that $\mathcal{P}\subset\mathcal{H}$ and $|\mathcal{P}|\leqslant k$. 
    \STATE Partition $\mathcal{H}$ randomly into $m$ groups as equally as possible, \ie{} 
    $\mathcal{H}_1, ..., \mathcal{H}_m$. 
    \label{alg2:s1}
    \FOR{$1\leqslant i\leqslant m$}
        \STATE $\mathcal{P}_i\gets$ \greedy{}($\mathcal{H}_i$, $k$). 
    \ENDFOR
    \STATE $\mathcal{P}'\gets$ \greedy{}($\cup_{i=1}^m\mathcal{P}_i$, $k$). 
    \label{alg2:s5}
    \STATE $\mathcal{P}\gets \argmax_{\mathcal{T}\in\{ \mathcal{P}_1,...,\mathcal{P}_m,\mathcal{P}' \}} \divs(\mathcal{T})$. 
    \label{alg2:s6}
\end{algorithmic}
"
569,1806.04899,"[h]
\small
\caption{\small \fullframe{} (\distributed{})}
\label{distributed}
\begin{algorithmic}[1]
    \REQUIRE Set of an original ensemble $\mathcal{H}$, number of machines $m$, a pruning method \algpru{}. 
    \ENSURE Set of the pruned sub-ensemble $\mathcal{P}$ meeting that $\mathcal{P}\subset\mathcal{H}$. 
    \STATE Partition $\mathcal{H}$ into $\{\mathcal{H}_i\}_{i=1}^m$ randomly. 
    \FOR{$1\leqslant i\leqslant m$}
        \STATE $\mathcal{P}_i\gets$ output from any pruning method \algpru{} on $\mathcal{H}_i$. 
        \label{alg3:s3}
    \ENDFOR
    \STATE $\mathcal{P}'\gets$ output from \algpru{} on $\cup_{i=1}^m \mathcal{P}_i$. 
    \label{alg3:s5}
    \STATE $\mathcal{P}\gets$ the best one among $\mathcal{P}_i,...,\mathcal{P}_m,$ and $\mathcal{P}'$ according to some certain criteria such as accuracy. 
    \label{alg3:s6} 
\end{algorithmic}
"
570,1806.06161,"[t]
\begin{algorithmic}
\small
\Require Hyperparameters $N_\text{new}, N_\text{old}, T, C_\text{pass}, N_\text{TP}, C_\text{select}$
\Function{BaRC}{$s_g$, $\rho_0$, $\hat{M}$}
\State $\pi \gets \pi_0$
\State starts $\gets$ $\{s_g\}$
\State oldstarts $\gets \{s_g\}$
\For{$i$ = 1, 2 \dots}
\State starts\_set $\gets$ \Call{ExpandBackwards}{starts, $\hat{M}$, $T$}
\State frac\_successful $\gets$ 0.0
\While{frac\_successful $< C_\text{pass}$}
\State $\rho_i \gets \mathrm{Unif}(\text{starts\_set}, N_\text{new}) \cup \mathrm{Unif}(\text{oldstarts}, N_\text{old})$ 
\State $\pi$, success\_map $\gets$ \Call{TrainPolicy}{$\rho_i$, $\pi$, $N_\text{TP}$}
\State starts $\gets$ \Call{Select}{success\_map, $C_\text{select}$}
\State oldstarts $\gets$ oldstarts $\cup$ starts
\State frac\_successful $\gets$ \Call{Evaluate}{$\rho_i$, $\pi$}
\EndWhile
\State iter\_result $\gets$ \Call{PerformanceMetric}{$\rho_0$, $\pi$}
\EndFor
\State \Return $\pi$
\EndFunction
\end{algorithmic}
\caption{The full BaRC algorithm.}
\label{alg:full_alg}
"
571,1806.06144,"[H]
\caption{Improved EigenPro iteration\\
(double coordinate block descent)}
\label{alg:epro}
\begin{algorithmic}

\STATE{\bf Input:} Kernel function $k(\bx, \bz)$,
EigenPro parameter $\epp$,
mini-batch size $m$, step size $\eta$,
size of fixed coordinate block $s$
\STATE{}
\vspace{-1.5mm}

\STATE{\bf initialize} model parameter $\balpha = (\alpha_1, \ldots, \alpha_n)^T \leftarrow 0$

\STATE{\bf subsample} $s$ coordinate indices $r_1, \ldots, r_s \in \left\{1, \ldots, n\right\}$ for constructing $\rmP_\epp$,
which form fixed coordinate block 
$\balpha_r \defeq (\alpha_{r_1}, \ldots, \alpha_{r_s})^T$

\STATE{\bf compute} top-$\epp$ eigenvalues
$\Sigma \defeq \text{diag}(\sigma_1, \ldots, \sigma_\epp)$ and corresponding eigenvectors
$V \defeq (\be_1, \ldots, \be_\epp)$ of
subsample kernel matrix
$K_s = [\rmk(\rx{i}, \rx{j})]_{i, j = 1}^s$

\STATE{}
\vspace{-1.5mm}
\FOR{$t = 1, \ldots$}
\STATE 1. sample a mini-batch $(\tx{1}, \ty{1}), \ldots, (\tx{m}, \ty{m})$

\STATE 2. calculate predictions on the mini-batch\\
\vspace{-6mm}
$$
f(\bx_{t_j}) = \sum_{i=1}^n \alpha_i \rmk(\bx_i,\bx_{t_j})
~~\textnormal{for}~~ j = 1, \ldots, m
$$
\vspace{-4mm}

\STATE 3. update {\bf sampled coordinate block} corresponding to the mini-batch
$\balpha_t \defeq (\alpha_{t_1}, \ldots, \alpha_{t_m})$,
\vspace{-2mm}
$$
\balpha_t \leftarrow \balpha_t - \eta \cdot
\frac{2}{m} (f(\tx{1}) - \ty{1}, \ldots, f(\tx{m}) - \ty{m})^T
$$
\vspace{-4mm}

\STATE 4. evaluate the following feature map $\phi(\cdot)$ on the mini-batch features $\bx_{t_1}, \ldots, \bx_{t_m}$:\\
\vspace{-2mm}
$$
\phi(\bx) \defeq (\rmk(\rx{1}, \bx), \ldots, \rmk(\rx{s}, \bx))^T
$$

\STATE 5. update {\bf fixed coordinate block}
$\balpha_r$ to apply $\rmP_\epp$,
\vspace{-2mm}
\begin{equation*}
\begin{split}
\balpha_r \leftarrow & \balpha_r + \eta \cdot \frac{2}{m}
\sum_{i=1}^m
(f(\tx{i}) - \ty{i}) \cdot
VDV^T \phi(\tx{i}) \\
&\textnormal{where}~~ D \defeq (1 - \sigma_\epp \cdot \Sigma^{-1})\Sigma^{-1}
\end{split}
\end{equation*}
\vspace{-4mm}
\ENDFOR

% Return{\textnormal{learned model parameter} $\balpha$}
\end{algorithmic}
"
572,1806.06123,"[H]
      \caption{Uncertainty Sampling}
      \label{alg:us}
      \begin{algorithmic}
        \STATE {\bfseries Input:} Probabilistic model $p_w(y|x)$, unlabeled $X_{\text{U}}$, $\nseed$
        \STATE Randomly sample $\nseed$ points without replacement from $\sX_{\text{U}}$ and call them $\sX_{\text{seed}}$.
        \STATE $\sX_{\text{U}} = \sX_{\text{U}} \setminus \sX_{\text{seed}}$
        \STATE $\sD = \emptyset$
        \FOR{each $x$ in $\sX_{\text{seed}}$}
          \STATE Query $x$ to get label $y$
          \STATE $\sD = \sD \cup \{(x,y)\}$
        \ENDFOR
        \FOR{$n - \nseed$ iterations}
          \STATE $\hat{w} = \argmin_w \sum_{(x,y) \in \sD} -\log p_w(y|x)$
          \STATE Choose $x = \argmin_{x \in \sX_{\text{U}}} |P_{ \hat{w}}(y | x) - \frac{1}{2}|$
          \STATE Query $x$ to get label $y$
          \STATE $\sX_{\text{U}} = \sX_{\text{U}} \setminus \{x\}$
          \STATE $\sD = \sD \cup \{(x,y)\}$          
        \ENDFOR
        \STATE $\hat{w} = \argmin_w \sum_{(x,y) \in \sD} -\log p_w(y|x)$ and return $\hat{w}$
      \end{algorithmic}
    "
573,1806.06123,"[tb]
   \caption{Bubble Sort}
   \label{alg:example}
\begin{algorithmic}
   \STATE {\bfseries Input:} data $x_i$, size $m$
   \REPEAT
   \STATE Initialize $noChange = true$.
   \FOR{$i=1$ {\bfseries to} $m-1$}
   \IF{$x_i > x_{i+1}$}
   \STATE Swap $x_i$ and $x_{i+1}$
   \STATE $noChange = false$
   \ENDIF
   \ENDFOR
   \UNTIL{$noChange$ is $true$}
\end{algorithmic}
"
574,1806.05924,"[h]
\caption{Metropolis-Hastings within Gibbs sampler for sampling from $p(\boldsymbol{\theta}_{\geq i} | \mathscr{X}, \hat{\boldsymbol{\theta}}_{< i})$. \label{alg:propMHGibs}}
\begin{algorithmic}
\FOR {$t$ from 1 to $M$}
\FOR  {$j$ from $i$ to $k+1$}
	\STATE $\boldsymbol{\psi} := \{\hat{\boldsymbol{\theta}}_{<i}, \boldsymbol{\theta}_{i}^{t}, \ldots, \boldsymbol{\theta}_{j-1}^{t}, \boldsymbol{\theta}_{> j}^{t-1} \}$
	\STATE $\boldsymbol{\theta}_j^{t} := MH_j (\boldsymbol{\theta}_j^{t-1},  \boldsymbol{\psi})$
\ENDFOR
\ENDFOR
\end{algorithmic}
"
575,1806.05924,"
\caption{Spectral Clustering for variable clustering with the Gaussian graphical model. \label{alg:spectralVarClustering}}
\begin{algorithmic}
\STATE $J$ := set of regularization parameter values.
\STATE $K_{max}$ := maximum number of considered clusters.
\STATE $\mathscr{C}^* := \{ \}$
\FOR  {$\lambda \in J$}
\STATE $X^* := $ solve optimization problem from Equation \eqref{eq:finalOptProblem}.
\STATE $(\mathbf{e}_1,\ldots, \mathbf{e}_{K_{max}}) := $ determine the eigenvectors corresponding to the $K_{max}$ lowest eigenvalues of the Laplacian $L$ as defined in Equations \eqref{eq:laplacianDef}.
\FOR  {$k \in \{2,\ldots ,K_{max}\}$}
\STATE $\mathcal{C}_{\lambda, k} := $ cluster all variables into $k$ partitions using k-means with $(\mathbf{e}_1,\ldots, \mathbf{e}_k)$.
\STATE $\mathscr{C}^* := \mathscr{C}^* \cup \mathcal{C}_{\lambda, k}$
\ENDFOR
\ENDFOR
\RETURN restricted hypotheses space  $\mathscr{C}^*$
\end{algorithmic}
"
576,1806.05767,"[b]
\DontPrintSemicolon % Some LaTeX compilers require you to use \dontprintsemicolon instead
$\boldsymbol{Z} \gets \mathrm{Enet}(\boldsymbol{x_\mathrm{obs}})$\;
$\tau \gets \mathrm{NeuralPlanner}(\boldsymbol{x_\mathrm{init}},\boldsymbol{x_\mathrm{goal}}, \boldsymbol{Z});$\;
\If{$\tau$}
   {

$\tau \gets \mathrm{LazyStatesContraction}(\tau)$\;
 \If{$\mathrm{IsFeasible}(\tau)$}
   {
      \Return$\tau$\
   }
   \Else
   {
   	$\tau_\mathrm{new} \gets \mathrm{Replanning(\tau,\boldsymbol{Z})}$\;
   	$\tau_\mathrm{new} \gets \mathrm{LazyStatesContraction}(\tau_\mathrm{new})$\;
 \If{$\mathrm{IsFeasible}(\tau_\mathrm{new})$}
   {
      \Return$\tau_\mathrm{new}$\;
   }

   \Return$\varnothing$\;
   }
   
   }

\caption{MPNet($\boldsymbol{x_\mathrm{init}},\boldsymbol{x_\mathrm{goal}}, \boldsymbol{x_\mathrm{obs}}$)}
\label{algo:NPG}
"
577,1806.05767,"[b]
\DontPrintSemicolon % Some LaTeX compilers require you to use \dontprintsemicolon instead
$\tau^\mathrm{a} \gets \{\boldsymbol{x_\mathrm{start}}\}; \tau^\mathrm{b} \gets \{\boldsymbol{x_\mathrm{goal}}\};$\;

$\tau\gets \varnothing;$\;
$\mathrm{Reached} \gets \mathrm{False};$\;
\For{$i \gets 0$ \textbf{to} $N$} {
	
	$\boldsymbol{x_\mathrm{new}} \gets \mathrm{Pnet}\big(\boldsymbol{Z},\tau^\mathrm{a}(\mathrm{end}),\tau^\mathrm{b}(\mathrm{end})\big)$\;
	$\tau^\mathrm{a} \gets \tau^\mathrm{a} \cup \{\boldsymbol{x_\mathrm{new}}\}$\;
	$\mathrm{Connect} \gets \mathrm{steerTo}\big(\tau^\mathrm{a}(\mathrm{end}),\tau^\mathrm{b}(\mathrm{end})\big)$\;
   \If{$\mathrm{Connect}$}
   {
   	  $\tau \gets \mathrm{concatenate}(\tau^\mathrm{a},\tau^\mathrm{b})$\;
      \Return{$\tau$}\;
   }
   $\mathrm{SWAP}(\tau^\mathrm{a},\tau^\mathrm{b})$\;
   }


\Return{$\varnothing$}\;
\caption{NeuralPlanner($\boldsymbol{x_\mathrm{start}}, \boldsymbol{x_\mathrm{goal}}, \boldsymbol{Z}$)}
\label{algo:NP}
"
578,1806.05767,"[t]
\DontPrintSemicolon % Some LaTeX compilers require you to use \dontprintsemicolon instead
$\tau_\mathrm{new}\gets \varnothing;$\;
\For{$i \gets 0$ \textbf{to} $\tau.\mathrm{length}()$} {
   		\If{$\mathrm{steerTo}(\tau_i,\tau_{i+1})$}
   		{
   			$\tau_\mathrm{new} \gets \tau_\mathrm{new} \cup \{\tau_i,\tau_{i+1}\}  $\;
   		}
   		\Else
   		{
   		$\tau_\mathrm{mini} \gets \mathrm{Replanner}(\tau_i,\tau_{i+1},\boldsymbol{Z});$\;
   		\If{$\tau_\mathrm{mini}$}{
   			$\tau_\mathrm{new} \gets \tau_\mathrm{new} \cup \tau_\mathrm{mini}$\;
   		}
   		\Else
   		{
   		\Return$\varnothing$\; 
   		}
   		}
   		
   		
   	}
   	\Return$\tau_\mathrm{new}$\;
\caption{Replanning($\tau, \boldsymbol{Z}$)}
\label{algo:NPG}
"
579,1806.05722,"
%\caption{Least-squares for Markov parameters}\label{altopt}
%\begin{algorithmic}[1]
%\Procedure{MarkovLS}{}
%\item \emph{Input}: $(\ub_t,\y_t)_{t=1}^N$.
%{\For{$i\in \{1,2,\dots,K\}$}
%\State {
%$\Db_i\gets \text{OptOutput}(\A_{i-1},\B_{i-1},S_{2i-1})$}
%\State{
%$(\A_{i},\B_{i})\gets \text{OptStates}(\db_{i},S_{2i})$
%}
%\EndFor}
%\item \emph{Return}: $\hat{\Gb}$
%\EndProcedure
%\end{algorithmic}
%"
580,1806.05722," [!t]\caption{Ho-Kalman Algorithm to find a State-Space Realization.}\label{algo 1}
\begin{algorithmic}[1]
\Procedure{Ho-Kalman Minimum Realization}{}
\item {\bf{Inputs:}} \rrr{Length} $\TK$, Markov parameter matrix estimate $\cbe{}$, system order $n$,

\hspace{14pt}Hankel shape $(\TK_1,\TK_2+1)$ with $\TK_1+\TK_2+1=\TK$.
\item {\bf{Outputs:}} State-space realization $\hat{\A},\hat{\B},\hat{\Cb}$.
%\State 
\State Form the Hankel matrix $\hat{\Hb}\in\R^{m \TK_1\times p(\TK_2+1)}$ from $\cbe{}$.
\State $\Hbhm\in\R^{m \TK_1\times p\TK_2}\gets \text{first-$p\TK_2$-columns-of}(\hat{\Hb})$.
\State $\Hbhl\in \R^{m \TK_1\times p\TK_2}\gets \text{rank-$n$-approximation-of}(\Hbhm)$.
\State $\Ub,\bSi,\V=\text{SVD}(\Hbhl)$.
\State $\Obh\in \R^{m \TK_1\times n}\gets \Ub\bSi^{1/2}$.
\State $\Qbh\in \R^{n\times p \TK_2}\gets \bSi^{1/2}\V^*$.
\State $\Ch\gets \text{first-$m$-rows-of}(\Obh)$.
\State $\Bh\gets \text{first-$p$-columns-of}(\Qbh)$.
\State $\Hbhp\in\R^{m \TK_1\times p\TK_2}\gets \text{last-$p\TK_2$-columns-of}(\hat{\Hb})$.
\State $\Ah\gets \Obh^{\dagger}\Hbhp\Qbh^{\dagger}$.\\
\Return $\hat{\A}\in\R^{n\times n},\hat{\B}\in\R^{n\times p},\hat{\Cb} \in\R^{m\times n}$.
\EndProcedure
\end{algorithmic}
"
581,1806.05703,"[H]
 \Fn{\mgann{$l$}}{
 Train model $\mathcal{M}_l$ for $k$ batches, where each consists of:
 \begin{enumerate}
    \item Feed examples through the network in feed-forward mode;
    \item Compute error $E$ between network output and target;
    \item Use the classical backpropagation algorithm to compute the gradient of top-level parameter $\Theta_j$ w.r.t. this error;
    \item Use the appropriate $\text{Res}$ operations to compute the gradient of $E$ w.r.t. the parameters in $\mathcal{M}_l$, as described in Equation \ref{eqn:msann_res_equation}.
 \end{enumerate}
 \If{\emph{max\_depth} has not been reached}{
  \For{$1 \leq i \leq \gamma$}{
    \mgann{$l+1$};\\
    Train model $\mathcal{M}_l$ for $k$ batches, as above
  }
 }\;}
 \label{alg:mgannalg}
 \caption{One `cycle' of the MsANN procedure.}
"
582,1806.05618,"[tb]
	\caption{SVRG}
	\label{alg:svrg}
	\begin{algorithmic}
            \STATE {\bfseries Input:} a dataset $\mathcal{D}_N$, number of epochs $S$, epoch size $m$, step size $\alpha$, initial parameter $\vtheta_{m}^0:=\wt{\vtheta}^0$
		\FOR{$s=0$ {\bfseries to} $S-1$}
        \STATE $\vtheta_0^{s+1} := \wt{\vtheta}^{s} = \vtheta_{m}^s$
        \STATE $\wt{\mu} = \nabla f(\wt{\vtheta}^s)$
		\FOR{$t=0$ {\bfseries to} $m-1$}
%		\STATE Pick $i$ uniformly at random from $[1,N]$
        \STATE $x \sim \mathcal{U}\left(\mathcal{D}_N\right)$
		\STATE $v^{s+1}_t = 
%			\nabla f(\wt{\vtheta}^s) + 
			\wt{\mu} + 
			\nabla z(x|\vtheta_t^{s+1}) -
			\nabla z(x|\wt{\vtheta}^{s})
		$
        \STATE $\vtheta_{t+1}^{s+1} = \vtheta_t^{s+1} + \alpha v^{s+1}_t$
		\ENDFOR
		\ENDFOR
        \STATE \underline{Concave case:} \textbf{return} $\vtheta_{m}^S$
        \STATE \underline{Non-Concave case:} \textbf{return} $\vtheta_t^{s+1}$ with $(s,t)$ picked uniformly at random from $\{[0,S-1]\times[0,m-1]\}$
	\end{algorithmic}
"
583,1806.05618,"[tb]
	\caption{SVRPG}
	\label{alg:svrpg}
	\begin{algorithmic}
		\STATE {\bfseries Input:} number of epochs $S$, epoch size $m$, step size $\alpha$, batch size $N$, mini-batch size $B$, gradient estimator $g$, initial parameter $\vtheta_{m}^0 \coloneqq \wt{\vtheta}^0 \coloneqq \vtheta_0$
		\FOR{$s=0$ {\bfseries to} $S-1$}
		\STATE $\vtheta_0^{s+1} := \wt{\vtheta}^{s} = \vtheta_{m}^s$
		\STATE Sample $N$ trajectories $\{\tau_j\}$ from $p(\cdot\vert\wt{\vtheta}^{s})$
		\STATE $ \wt{\mu} = \gradApp{\wt{\vtheta}^{s}}{N}$ (see Eq.~\eqref{E:policygradient.estimate})% = \frac{1}{N}\sum_{j=0}^{N-1}g(\tau_j | \wt{\vtheta}^s)$
		\FOR{$t=0$ {\bfseries to} $m-1$}
		\STATE Sample $B$ trajectories $\{\tau_i\}$ from $p(\cdot\vert\vtheta_t^{s+1})$
		%        \STATE $c^{s+1}_t = \frac{1}{B} \sum\limits_{i=0}^{B-1} \left( g(\tau_i|\vtheta_t^{s+1}) - \omega(\tau_i|\vtheta^{s+1}_t, \wt{\vtheta}^s) g(\tau_i| \wt{\vtheta}^s) \right)$
		\STATE $c^{s+1}_t = \frac{1}{B} \sum\limits_{i=0}^{B-1}
		\begin{aligned}[t]
		\Big( & g(\tau_i|\vtheta_t^{s+1})\\ 
		& \quad{} - \omega(\tau_i|\vtheta^{s+1}_t, \wt{\vtheta}^s) g(\tau_i| \wt{\vtheta}^s) \Big)
		\end{aligned}$
		%        \STATE $\begin{aligned}[t]
		%                &v^{s+1}_t = \wt{\mu}\\ 
		%                & +\frac{1}{B} \sum\limits_{i=0}^{B-1} \left( g(\tau_i|\vtheta_t^{s+1}) - \omega(\tau_i|\vtheta^{s+1}_t, \wt{\vtheta}^s) g(\tau_i| \wt{\vtheta}^s) \right)
		%                \end{aligned}$
		\STATE $v^{s+1}_t = \wt{\mu} + c^{s+1}_t$ % \gradApp{\wt{\vtheta}^{s}}{N} + c^{s}_t$
		%%		\begin{align*}
		%%		\blacktriangledown J(\vtheta_t^{s+1}) = 
		%%		&\gradApp{\wt{\vtheta}^s}{N} \\
		%%		&+\frac{1}{B}\sum_{i=0}^{B-1}\left[ 
		%%		\score{}{\tau_i\vert\vtheta_t^{s+1}}\Reward(\tau_i)\right. \\
		%%		&\left. - \omega(\tau_i)\score{}{\tau_i \vert \wt{\vtheta}^{s}}\Reward(\tau_i)\right]
		%%		\end{align*}
		\STATE $\vtheta_{t+1}^{s+1} = \vtheta_t^{s+1} + \alpha v^{s+1}_t$
		\ENDFOR
		\ENDFOR
		\STATE {\bfseries return} $\vtheta_A\coloneqq\vtheta_t^{s+1}$ with $(s,t)$ picked uniformly at random from $\{[0,S-1]\times[0,m-1]\}$
	\end{algorithmic}
"
